# scaling: 5
9.500000e+02,3.496019e+00
9.500079e+02,2.318465e+00
9.500158e+02,7.234323e+01
9.500238e+02,2.430328e+02
9.500317e+02,3.690630e+02
9.500396e+02,4.425375e+02
9.500475e+02,4.804938e+02
9.500554e+02,5.112742e+02
9.500633e+02,5.309921e+02
9.500713e+02,5.431133e+02
9.500792e+02,5.505269e+02
9.500871e+02,5.556112e+02
9.500950e+02,5.597184e+02
9.501029e+02,5.613472e+02
9.501108e+02,5.613492e+02
9.501188e+02,5.580107e+02
9.501267e+02,5.457388e+02
9.501346e+02,4.892311e+02
9.501425e+02,4.185342e+02
9.501504e+02,5.103643e+02
9.501583e+02,5.385335e+02
9.501663e+02,5.356091e+02
9.501742e+02,5.133099e+02
9.501821e+02,4.380964e+02
9.501900e+02,2.656463e+02
9.501979e+02,3.287467e+02
9.502059e+02,4.381794e+02
9.502138e+02,4.190581e+02
9.502217e+02,2.995153e+02
9.502296e+02,1.086042e+02
9.502375e+02,2.028332e+02
9.502454e+02,3.937816e+02
9.502534e+02,4.542221e+02
9.502613e+02,4.764934e+02
9.502692e+02,4.781106e+02
9.502771e+02,4.643701e+02
9.502850e+02,4.362392e+02
9.502930e+02,3.710919e+02
9.503009e+02,2.060504e+02
9.503088e+02,1.824131e+02
9.503167e+02,7.403684e+01
9.503246e+02,7.664500e+01
9.503326e+02,4.928272e+01
9.503405e+02,4.660336e+00
9.503484e+02,1.050500e-02
9.503563e+02,3.965002e-03
9.503642e+02,3.142150e+00
9.503722e+02,3.468387e+01
9.503801e+02,1.262864e+02
9.503880e+02,2.154442e+02
9.503959e+02,2.541064e+02
9.504038e+02,2.378842e+02
9.504118e+02,1.537421e+02
9.504197e+02,3.306130e+01
9.504276e+02,4.562102e-01
9.504355e+02,7.464578e+00
9.504434e+02,9.027569e+01
9.504514e+02,1.958555e+02
9.504593e+02,3.348674e+02
9.504672e+02,4.191820e+02
9.504751e+02,4.567465e+02
9.504830e+02,4.908939e+02
9.504910e+02,5.151669e+02
9.504989e+02,5.298441e+02
9.505068e+02,5.387411e+02
9.505147e+02,5.444086e+02
9.505226e+02,5.424585e+02
9.505306e+02,5.221711e+02
9.505385e+02,9.280475e+04
9.505464e+02,9.976775e+04
9.505543e+02,5.697678e+02
9.505622e+02,5.739323e+02
9.505702e+02,5.756001e+02
9.505781e+02,5.696327e+02
9.505860e+02,5.084339e+02
9.505939e+02,5.657705e+02
9.506019e+02,5.821794e+02
9.506098e+02,5.851905e+02
9.506177e+02,5.866169e+02
9.506256e+02,5.873609e+02
9.506335e+02,5.883794e+02
9.506415e+02,5.890682e+02
9.506494e+02,5.893499e+02
9.506573e+02,5.892953e+02
9.506652e+02,5.884403e+02
9.506732e+02,5.860227e+02
9.506811e+02,5.836205e+02
9.506890e+02,5.746116e+02
9.506969e+02,5.281891e+02
9.507048e+02,4.202897e+02
9.507128e+02,5.273426e+02
9.507207e+02,5.747150e+02
9.507286e+02,5.826772e+02
9.507365e+02,5.821691e+02
9.507445e+02,5.879403e+02
9.507524e+02,5.894478e+02
9.507603e+02,5.888804e+02
9.507682e+02,5.867917e+02
9.507762e+02,5.814453e+02
9.507841e+02,5.616978e+02
9.507920e+02,5.451214e+02
9.507999e+02,5.437688e+02
9.508078e+02,4.942451e+02
9.508158e+02,3.914329e+02
9.508237e+02,2.359088e+02
9.508316e+02,3.530568e+02
9.508395e+02,4.969937e+02
9.508475e+02,5.487669e+02
9.508554e+02,5.495268e+02
9.508633e+02,4.961266e+02
9.508712e+02,5.304347e+02
9.508792e+02,5.726939e+02
9.508871e+02,5.852957e+02
9.508950e+02,5.906755e+02
9.509029e+02,5.922984e+02
9.509109e+02,5.917497e+02
9.509188e+02,5.870278e+02
9.509267e+02,5.674433e+02
9.509346e+02,5.649058e+02
9.509426e+02,5.869858e+02
9.509505e+02,5.942119e+02
9.509584e+02,5.966140e+02
9.509663e+02,5.975352e+02
9.509742e+02,5.978414e+02
9.509822e+02,5.975975e+02
9.509901e+02,5.963268e+02
9.509980e+02,5.913416e+02
9.510059e+02,5.757134e+02
9.510139e+02,5.786908e+02
9.510218e+02,5.812235e+02
9.510297e+02,5.498480e+02
9.510376e+02,5.222227e+02
9.510456e+02,6.253099e+02
9.510535e+02,5.849777e+02
9.510614e+02,5.850865e+02
9.510694e+02,5.758720e+02
9.510773e+02,5.851435e+02
9.510852e+02,5.685467e+02
9.510931e+02,5.479790e+02
9.511011e+02,5.675652e+02
9.511090e+02,5.834655e+02
9.511169e+02,5.889385e+02
9.511248e+02,5.808042e+02
9.511328e+02,5.351407e+02
9.511407e+02,4.972609e+02
9.511486e+02,5.661283e+02
9.511565e+02,5.878365e+02
9.511645e+02,5.922680e+02
9.511724e+02,5.874163e+02
9.511803e+02,5.708157e+02
9.511882e+02,5.709332e+02
9.511962e+02,5.655211e+02
9.512041e+02,5.883937e+02
9.512120e+02,5.964676e+02
